Primary Key,Ancient Toponym,Modern Toponym,Province,Country,Barrington Atlas Rank,Barrington Atlas Reference,Start Date,End Date,Longitude (X),Latitude (Y),Select Bibliography
Hanson2016_356,Orippo,Torre de los Herberos,Baetica,Spain,4 or 5,26 E4,-50,NULL,-5.922275,37.283163,DGRG; Keay 1998.
Hanson2016_357,Osset,S. Juan de Aznalfarache,Baetica,Spain,3,26 D4,-50,NULL,-6.035436,37.358375,MacMullen 2000; Sear 2006.
Hanson2016_358,Regina,Reina,Baetica,Spain,3,26 E3,-50,NULL,-5.949533,38.187457,Brunt 1971; Cornell and Mathews 1982; PECS; Sear 2006.
Hanson2016_359,Sacili,Alcorrucen,Baetica,Spain,3,27 A4,-50,NULL,-4.507161,38.005797,DGRG; MacMullen 2000.
Hanson2016_360,Salpensa,Cortijo de la Coria,Baetica,Spain,3,26 E4,-50,NULL,-5.781537,37.181513,BNP; ; Woloch 1983.
Hanson2016_361,Segida,Unknown,Baetica,Spain,3,26 D3,-50,NULL,-6.589301,38.378494,DGRG; Keay 1998; MacMullen 2000.
Hanson2016_362,Seria,Jerez de los Caballeros,Baetica,Spain,3,26 D3,-49,NULL,-6.771094,38.319329,MacMullen 2000.
Hanson2016_363,Sexi,Almuñécar,Baetica,Spain,3,27 B5,-200,NULL,-3.690736,36.73454,BNP; MacMullen 2000.
Hanson2016_364,Siarum,Torre del Aguila,Baetica,Spain,3,26 E4,-50,NULL,-5.751603,37.052397,Keay 1998; MacMullen 2000.
Hanson2016_365,Singilia Barba,Cortijo del Castillón,Baetica,Spain,4 or 5,26 F4,-50,NULL,-4.630364,37.032488,Keay 1998; Nelis-Clément and Roddaz 2008; Sear 2006.
Hanson2016_366,Suel,Fuengirola,Baetica,Spain,3,27 A5,-50,NULL,-4.628919,36.525435,DGRG.
Hanson2016_367,Tucci,Martos,Baetica,Spain,3,27 B4,-27,NULL,-3.966243,37.722761,BNP; Brunt 1971; Carreras Monfort 1995-1996; Cornell and Mathews 1982; Keay 1998; MacMullen 2000; Salmon 1969; Sear 2006.
Hanson2016_368,Ucubi,Espejo,Baetica,Spain,3,27 A4,-49,NULL,-4.552369,37.682102,Brunt 1971; Cornell and Mathews 1982; DGRG; Keay 1998; MacMullen 2000; PECS; Salmon 1969.
Hanson2016_369,Ugia,Torres de Alhocaz,Baetica,Spain,3,26 E5,-50,NULL,-5.83028,36.98944,DGRG; MacMullen 2000.
Hanson2016_370,Ugultunia,Unknown,Baetica,Spain,3,26 D3,-49,NULL,-6.411544,38.343551,MacMullen 2000.
Hanson2016_371,Ulia,Monte Mayor,Baetica,Spain,3,26 F4,-50,NULL,-4.69889,37.648657,DGRG; MacMullen 2000.
Hanson2016_372,Urgao,Unknown,Baetica,Spain,3,27 A4,-50,NULL,-4.054925,37.93645,DGRG; MacMullen 2000.
Hanson2016_373,Urso,Osuna,Baetica,Spain,3,26 E4,-45,NULL,-5.103412,37.237271,BNP; Brunt 1971; Carreras Monfort 1995-1996; Cornell and Mathews 1982; DGRG; Golvin 1988; Keay 1998; MacMullen 2000; PECS; Quinn and Wilson 2013; Salmon 1969; Sear 2006; Woloch 1983.
Hanson2016_374,Amastris,Amasra,Bithynia et Pontus,Turkey,3,86 C2,-400,NULL,32.380582,41.734981,BNP; Cohen 1995; DGRG; Hansen and Nielsen 2004; Jones 1937; PECS; Sear 2006.
Hanson2016_375,Amisus,Samsun,Bithynia et Pontus,Turkey,4 or 5,87 B3,-750,NULL,36.3313,41.292721,BNP; Cohen 1995; DGRG; Hansen and Nielsen 2004; Jones 1937; MacMullen 2000; PECS.
Hanson2016_376,Apamea (Bithynia et Pontus),Mudanya,Bithynia et Pontus,Turkey,3,52 D4,-500,NULL,28.891104,40.368487,BNP; Brunt 1971; Cohen 1995; Cornell and Mathews 1982; DGRG; Hansen and Nielsen 2004; Jones 1937; MacMullen 2000; Salmon 1969; Sear 2006.
Hanson2016_377,Chalcedon,Kad?köy,Bithynia et Pontus,Turkey,3,53 B3,-685,NULL,29.026779,40.985381,BNP; Hansen and Nielsen 2004; Jones 1937; PECS.
Hanson2016_378,Nicaea,Iznik,Bithynia et Pontus,Turkey,2,52 F4,-316,NULL,29.71967,40.427979,BNP; Boatwright 2000; Cohen 1995; DGRG; Hanson 2011; Jones 1937; PECS; Russell 1958; Sear 2006.
Hanson2016_379,Nicomedia,Ismit,Bithynia et Pontus,Turkey,2,52 F3,-264,NULL,29.919877,40.760677,BNP; Boatwright 2000; Cohen 1995; Jones 1937; Nelis-Clément and Roddaz 2008; PECS; Russell 1958; Salmon 1969; Sear 2006.
Hanson2016_380,Prusias,Konuralp,Bithynia et Pontus,Turkey,3,86 B3,-600,NULL,31.148171,40.905988,BNP; Cohen 1995; Jones 1937; PECS; Sear 2006.
Hanson2016_381,Sinope,Sinop,Bithynia et Pontus,Turkey,2,87 A2,-756,NULL,35.148025,42.026184,BNP; Brunt 1971; Cornell and Mathews 1982; DGRG; Hansen and Nielsen 2004; Jones 1937; MacMullen 2000; PECS; Salmon 1969.
Hanson2016_382,Tius,Hisarönü,Bithynia et Pontus,Turkey,3,86 C2,-700,NULL,32.055366,41.558273,BNP; Jones 1937; PECS.
Hanson2016_383,Aquae Sulis,Bath,Britannia,United Kingdom,4 or 5,8 E3,100,NULL,-2.357454,51.381428,BNP; Burnham and Wacher 1990; McEvedy 2011; Millett 1990: Table 6.5; PECS.
Hanson2016_384,Caesaromagus (Britannia),Chelmsford,Britannia,France,4 or 5,8 H3,100,NULL,0.469708,51.735814,DGRG; Millett 1990: Table 6.5; Russell 1958; Wacher 1995.
Hanson2016_385,Calleva,Silchester,Britannia,United Kingdom,3,8 F3,50,NULL,-1.082817,51.357148,Golvin 1988; McEvedy 2011; Millett 1990: Table 4.4; Millett 1990: Table 6.5; PECS; Russell 1958; Wacher 1995; Woloch 1983.
Hanson2016_386,Camulodunum,Colchester,Britannia,United Kingdom,3,8 H3,49,NULL,0.899031,51.890961,Humphrey 1986; McEvedy 2011; Millett 1990: Table 4.4; Millett 1990: Table 6.5; Nelis-Clément and Roddaz 2008; PECS; Russell 1958; Salmon 1969; Sear 2006; Wacher 1995; Woloch 1983.
Hanson2016_387,Corinium Dobunnorum,Cirencester,Britannia,United Kingdom,3,8 F3,100,NULL,-1.966753,51.713643,Golvin 1988; McEvedy 2011; Millett 1990: Table 4.4; Millett 1990: Table 6.5; PECS; Russell 1958; Sear 2006; Wacher 1995.
Hanson2016_388,Corstopitum,Corbridge,Britannia,United Kingdom,4 or 5,9 E6,200,NULL,-2.029155,54.978122,BNP; Burnham and Wacher 1990; Millett 1990: Table 6.5; PECS.
Hanson2016_389,Durnovaria,Dorchester,Britannia,United Kingdom,3,8 E4,100,NULL,-2.440504,50.71094,BNP; DGRG; Golvin 1988; Millett 1990: Table 4.4; Millett 1990: Table 6.5; PECS; Russell 1958; Wacher 1995.
Hanson2016_390,Durobrivae (Britannia) (1),Water Newton,Britannia,United Kingdom,4 or 5,8 G2,100,NULL,-0.34821,52.55899,BNP; Burnham and Wacher 1990;Millett 1990: Table 6.5; Wacher 1995.
Hanson2016_391,Durobrivae (Britannia) (2),Rochester,Britannia,United Kingdom,4 or 5,8 H3,100,NULL,0.503732,51.38979,Burnham and Wacher 1990; Millett 1990: Table 6.5; PECS.
Hanson2016_392,Durovernum,Canterbury,Britannia,United Kingdom,3,8 I3,70,NULL,1.080503,51.278717,BNP; DGRG; Millett 1990: Table 4.4; Millett 1990: Table 6.5; PECS; Russell 1958; Sear 2006; Wacher 1995.
Hanson2016_393,Eburacum,York,Britannia,United Kingdom,2,9 F7,100,NULL,-1.082286,53.957702,McEvedy 2011; Millett 1990: Table 4.4; Millett 1990: Table 6.5; PECS; Russell 1958; Salmon 1969; Wacher 1995.
Hanson2016_394,Glevum,Gloucester,Britannia,United Kingdom,3,8 E3,96,NULL,-2.245843,51.865325,BNP; DGRG; Millett 1990: Table 4.4; Millett 1990: Table 6.5; PECS; Russell 1958; Salmon 1969; Wacher 1995; Woloch 1983.
Hanson2016_395,Isca,Exeter,Britannia,United Kingdom,3,8 D4,100,NULL,-3.530026,50.722434,BNP; DGRG; Millett 1990: Table 4.4; Millett 1990: Table 6.5; PECS; Russell 1958; Wacher 1995.
Hanson2016_396,Isurium,Aldborough,Britannia,United Kingdom,3,9 F6,100,NULL,-1.371971,54.091275,DGRG; McEvedy 2011; Millett 1990: Table 4.4; Millett 1990: Table 6.5; PECS; Russell 1958; Wacher 1995.
Hanson2016_397,Lindinis,Ilchester,Britannia,United Kingdom,4 or 5,8 E4,100,NULL,-2.687138,51.003593,Millett 1990: Table 4.4; Millett 1990: Table 6.5; PECS; Wacher 1995.
Hanson2016_398,Lindum,Lincoln,Britannia,United Kingdom,3,8 G1,90,NULL,-0.538436,53.234863,McEvedy 2011; Millett 1990: Table 4.4; Millett 1990: Table 6.5; PECS; Russell 1958; Salmon 1969; Wacher 1995.
Hanson2016_399,Londinium,London,Britannia,United Kingdom,2,8 G3,60,NULL,-0.086632,51.510879,McEvedy 2011; Millett 1990: Table 4.4; Millett 1990: Table 6.5; PECS; Russell 1958; Wacher 1995; Woloch 1983.
Hanson2016_400,Luguvalium,Carlisle,Britannia,United Kingdom,3,9 E6,100,NULL,-2.938982,54.89532,BNP; Burnham and Wacher 1990; Millett 1990: Table 4.4; Millett 1990: Table 6.5; PECS; Russell 1958; Wacher 1995.
Hanson2016_401,Moridunum,Carmarthen,Britannia,United Kingdom,3,8 C3,100,NULL,-4.296705,51.862004,DGRG; Millett 1990: Table 4.4; Millett 1990: Table 6.5; PECS; Wacher 1995.
Hanson2016_402,Noviomagus (Britannia (Inferior et Superior)),Chichester,Britannia,United Kingdom,3,8 G4,70,NULL,-0.779196,50.836505,BNP; DGRG; Millett 1990: Table 4.4; Millett 1990: Table 6.5; PECS; Russell 1958; Wacher 1995; Woloch 1983.
Hanson2016_403,Petuaria,Brough on Humber,Britannia,United Kingdom,4 or 5,8 G1,100,NULL,-0.572933,53.731969,Burnham and Wacher 1990; DGRG; Millett 1990: Table 4.4; Millett 1990: Table 6.5; PECS; Sear 2006; Wacher 1995.
Hanson2016_404,Ratae,Leicester,Britannia,United Kingdom,3,8 F2,100,NULL,-1.139808,52.634971,BNP; DGRG; McEvedy 2011; Millett 1990: Table 4.4; Millett 1990: Table 6.5; PECS; Russell 1958; Wacher 1995.
Hanson2016_405,Venta Belgarum,Winchester,Britannia,United Kingdom,3,8 F3,100,NULL,-1.316504,51.062941,DGRG; Millett 1990: Table 4.4; Millett 1990: Table 6.5; PECS; Russell 1958; Wacher 1995.
Hanson2016_406,Venta Icenorum,Caistor by Norwich,Britannia,United Kingdom,3,8 I2,100,NULL,1.290907,52.583373,DGRG; Millett 1990: Table 4.4; Millett 1990: Table 6.5; PECS; Wacher 1995.
Hanson2016_407,Venta Silurum,Caerwent,Britannia,United Kingdom,3,8 F3,75,NULL,-2.768088,51.611249,BNP; DGRG; Golvin 1988; McEvedy 2011; Millett 1990: Table 4.4; Millett 1990: Table 6.5; PECS; Russell 1958; Wacher 1995.
Hanson2016_408,Verulamium,S. Albans,Britannia,United Kingdom,3,8 G3,50,NULL,-0.357277,51.752209,BNP; DGRG; Millett 1990: Table 4.4; Millett 1990: Table 6.5; PECS; Russell 1958; Sear 2006; Wacher 1995; Woloch 1983.
Hanson2016_409,Viroconium,Wroxeter,Britannia,United Kingdom,3,8 E2,100,NULL,-2.644025,52.674302,BNP; DGRG; Millett 1990: Table 4.4; Millett 1990: Table 6.5; PECS; Russell 1958; Wacher 1995; Woloch 1983.
Hanson2016_410,Amasia,Amasya,Cappadocia et Galatia,Turkey,4 or 5,87 A4,-323,NULL,35.828747,40.659003,Jones 1937; McEvedy 2011; PECS.
Hanson2016_411,Ancyra,Ankara,Cappadocia et Galatia,Turkey,2,63 B1,-25,NULL,32.860416,39.941901,BNP; Broughton 1938; DGRG; Jones 1937; PECS; Russell 1958; Sear 2006.
Hanson2016_412,Antiochia (Cappadocia et Galatia),Yalvaç,Cappadocia et Galatia,Turkey,2,62 F5,-281,NULL,31.178933,38.300733,BNP; Brunt 1971; Cohen 1995; Cornell and Mathews 1982; Hanson 2011; Jones 1937; MacMullen 2000; McEvedy 2011; PECS; Salmon 1969; Sear 2006.
Hanson2016_413,Archelais,Aksaray,Cappadocia et Galatia,Turkey,3,63 E4,-36,NULL,34.035252,38.37844,BNP; PECS; Salmon 1969.
Hanson2016_414,Comana,?ar,Cappadocia et Galatia,Turkey,3,64 C4,-323,NULL,36.325893,38.329523,BNP; Cornell and Mathews 1982; Jones 1937; MacMullen 2000; PECS; Sear 2006.
Hanson2016_415,Faustinopolis,Ba?makç?,Cappadocia et Galatia,Turkey,4 or 5,66 F1,161,NULL,34.744323,37.654291,DGRG; Jones 1937; PECS; Salmon 1969.
Hanson2016_416,Germa,Babadat,Cappadocia et Galatia,Turkey,2,62 G2,-25,NULL,31.616172,39.511421,BNP; DGRG; Jones 1937; MacMullen 2000; Salmon 1969.
Hanson2016_417,Iconium,Konya,Cappadocia et Galatia,Turkey,3,66 B1,-323,NULL,32.492331,37.872202,BNP; Boatwright 2000; DGRG; Jones 1937; MacMullen 2000; Salmon 1969.
Hanson2016_418,Isaura,Ulu Pinar,Cappadocia et Galatia,Turkey,4 or 5,66 A2,-75,NULL,32.453818,37.260592,BNP; DGRG; PECS.
Hanson2016_419,Lystra,Unknown,Cappadocia et Galatia,Turkey,3,66 A1,-25,NULL,32.347668,37.58326,Brunt 1971; Cornell and Mathews 1982; MacMullen 2000; Salmon 1969.
Hanson2016_420,Mazaca,Kayseri,Cappadocia et Galatia,Turkey,2,64 A3,-323,NULL,35.488989,38.721081,BNP; Cohen 1995; DGRG; Jones 1937; PECS.
Hanson2016_421,Melitene,Malatya,Cappadocia et Galatia,Turkey,2,64 E4,71,NULL,37.250001,38.250001,Jones 1937; McEvedy 2011; PECS; Sear 2006.
Hanson2016_422,Neocaesarea,Niksar,Cappadocia et Galatia,Turkey,4 or 5,87 B4,-64,NULL,37.020122,40.589213,BNP; DGRG; Jones 1937; PECS.
Hanson2016_423,Nicopolis (Cappadocia (et Galatia)),Yeilyayla,Cappadocia et Galatia,Turkey,4 or 5,87 D4,-305,NULL,38.143534,40.148557,BNP; Cohen 1995; DGRG; PECS.
Hanson2016_424,Sebaste,Sivas,Cappadocia et Galatia,Turkey,3,64 E1,-64,NULL,37.016663,39.749999,BNP; DGRG; PECS.
Hanson2016_425,Tavium,Büyüknefes,Cappadocia et Galatia,Turkey,3,63 F1,-323,NULL,34.456374,39.878991,BNP; DGRG; Jones 1937; PECS; Sear 2006.
Hanson2016_426,Tyana,Kemerhisan,Cappadocia et Galatia,Turkey,3,66 F1,-323,NULL,34.572513,37.82365,BNP; Cohen 1995; DGRG; Jones 1937; PECS; Salmon 1969.
Hanson2016_427,Zela,Zile,Cappadocia et Galatia,Turkey,4 or 5,87 A4,-323,NULL,35.883334,40.3,BNP; Cohen 1995; DGRG; PECS.
Hanson2016_428,Amathus,Amathos,Cilicia et Cyprus,Cyprus,3,72 C3,-600,NULL,33.14383,34.712175,Hansen 2006; Hansen and Nielsen 2004; Jones 1937; PECS; Wilson 2011.
Hanson2016_429,Anazarbus,Anavarza,Cilicia et Cyprus,Turkey,2,67 B2,-323,NULL,35.906017,37.260375,BNP; DGRG; Jones 1937; Nelis-Clément and Roddaz 2008; PECS; Sear 2006.
Hanson2016_430,Anemurium,Eski Anemur,Cilicia et Cyprus,Turkey,3,66 B4,-323,NULL,32.802995,36.022713,BNP; DGRG; Jones 1937; PECS; Sear 2006.
Hanson2016_431,Antiochia (Cilicia et Cyprus) (1),Endi?egüney,Cilicia et Cyprus,Turkey,4 or 5,66 A4,-323,NULL,32.429139,36.153303,BNP; DGRG; PECS.
Hanson2016_432,Antiochia (Cilicia et Cyprus) (2),Karata?,Cilicia et Cyprus,Turkey,3,66 G3,-323,NULL,35.4852,36.756188,BNP; Cohen 1995; DGRG; Jones 1937; Russell 1958.
Hanson2016_433,Augusta Cilicia,Gübe,Cilicia et Cyprus,Turkey,4 or 5,66 G2,100,NULL,35.344088,37.245212,BNP; DGRG; PECS; Sear 2006.
Hanson2016_434,Carpasium,Haghios Philon,Cilicia et Cyprus,Northern Cyprus,3,72 E1,-700,NULL,34.368147,35.62473,Hansen and Nielsen 2004; Jones 1937; PECS.
Hanson2016_435,Castabala,Denlizi,Cilicia et Cyprus,Turkey,3,67 C2,-323,NULL,36.177154,37.160372,BNP; Cohen 1995; DGRG; Hanson 2011; Jones 1937; PECS; Sear 2006.
Hanson2016_436,Celenderis,Gilindire,Cilicia et Cyprus,Turkey,3,66 C4,-800,NULL,33.318,36.1427,BNP; DGRG; Hansen and Nielsen 2004; Jones 1937; PECS; Sear 2006.
Hanson2016_437,Chythrus,Kythrea,Cilicia et Cyprus,Northern Cyprus,3,72 C2,-700,NULL,33.490691,35.245772,Jones 1937; PECS.
Hanson2016_438,Citium,Larnaca,Cilicia et Cyprus,Cyprus,3,72 D3,-900,NULL,33.636219,34.916759,BNP; DGRG; Jones 1937; PECS; Sear 2006; Wilson 2011.
Hanson2016_439,Claudiopolis,Mut,Cilicia et Cyprus,Turkey,3,66 C3,-27,NULL,33.436874,36.645318,BNP; DGRG; Jones 1937; MacMullen 2000; PECS; Salmon 1969; Sear 2006.
Hanson2016_440,Colybrassus,Ayasofya,Cilicia et Cyprus,Turkey,4 or 5,65 G4,-323,NULL,31.962405,36.732198,BNP; PECS; Sear 2006.
Hanson2016_441,Coracesium,Alanya,Cilicia et Cyprus,Turkey,3,65 G4,-323,NULL,31.985995,36.549144,BNP; DGRG; Jones 1937; PECS.
Hanson2016_442,Coropissus,Da? Pazari,Cilicia et Cyprus,Turkey,-,66 Unlocated,-323,NULL,33.4775,36.818889,BNP; DGRG; PECS.
Hanson2016_443,Curium,Kourion,Cilicia et Cyprus,United Kingdom,3,72 B3,-700,NULL,32.8877,34.6642,BNP; Hansen and Nielsen 2004; PECS; Sear 2006; Wilson 2011.
Hanson2016_444,Diocaesarea,Uzuncaburç,Cilicia et Cyprus,Turkey,3,66 D3,-323,NULL,33.924665,36.580481,BNP; Hanson 2011; PECS; Sear 2006.
Hanson2016_445,Drepanum (Cilicia et Cyprus),Unknown,Cilicia et Cyprus,Cyprus,4 or 5,72 A3,-600,NULL,32.320817,34.902248,BNP; DGRG; PECS.
Hanson2016_446,Elaeussa,Aya?,Cilicia et Cyprus,Turkey,3,66 E4,-323,NULL,34.178741,36.494212,BNP; DGRG; Hansen and Nielsen 2004; Hanson 2011; PECS; Sear 2006.
Hanson2016_447,Idalium,Dali,Cilicia et Cyprus,Cyprus,3,72 C2,-600,NULL,33.424817,35.01609,Hansen 2006; Hansen and Nielsen 2004; PECS.
Hanson2016_448,Laertes,Cebelire?,Cilicia et Cyprus,Turkey,4 or 5,66 A3,-323,NULL,32.159407,36.514825,PECS; Sear 2006.
Hanson2016_449,Lapethus,Lampousa,Cilicia et Cyprus,Northern Cyprus,3,72 C2,-600,NULL,33.202109,35.350592,BNP; Hansen and Nielsen 2004; Jones 1937; PECS.
Hanson2016_450,Laranda,Karaman,Cilicia et Cyprus,Turkey,3,66 C2,-323,NULL,33.221587,37.178451,BNP; Jones 1937.
Hanson2016_451,Marion,Polis,Cilicia et Cyprus,Cyprus,4 or 5,72 A2,-600,NULL,32.436032,35.037245,Cohen 1995; Hansen and Nielsen 2004; Jones 1937; PECS.
Hanson2016_452,Mopsuestia,Yilan Kale,Cilicia et Cyprus,Turkey,3,67 B3,-323,NULL,35.619478,36.95778,Cohen 1995; DGRG; Jones 1937; PECS; Sear 2006.
Hanson2016_453,Neapaphus,Kato Paphos,Cilicia et Cyprus,Cyprus,2,72 A3,-400,NULL,32.406593,34.757212,BNP; DGRG; Hansen 2006; Hansen and Nielsen 2004; Jones 1937; PECS; Sear 2006; Wilson 2011.
Hanson2016_454,Oeniandus,Oiniandos,Cilicia et Cyprus,Turkey,3,67 C3,-323,NULL,36.154415,36.961892,BNP; Cohen 1995; DGRG; Jones 1937; PECS; Sear 2006.
Hanson2016_455,Olba,U?ura,Cilicia et Cyprus,Turkey,4 or 5,66 D3,-323,NULL,33.956686,36.585191,BNP; DGRG; Jones 1937; PECS; Salmon 1969; Sear 2006.
Hanson2016_456,Palaepaphus,Kouklia,Cilicia et Cyprus,Cyprus,3,72 B3,-600,NULL,32.573711,34.707147,BNP; Cohen 1995; DGRG; PECS.
Hanson2016_457,Pompeiopolis,Ta?köprü,Cilicia et Cyprus,Turkey,3,66 F3,-600,NULL,34.603922,36.80888,BNP; DGRG; Hansen and Nielsen 2004; Jones 1937; PECS.
Hanson2016_458,Salamis,Salamis,Cilicia et Cyprus,Northern Cyprus,2,72 D2,-750,NULL,33.902516,35.1848,Cohen 1995; Hansen 2006; Hansen and Nielsen 2004; McEvedy 2011; PECS; Sear 2006; Wilson 2011.
Hanson2016_459,Seleucia (Cilicia et Cyprus),Silifke,Cilicia et Cyprus,Turkey,3,66 D4,-296,NULL,33.921463,36.379274,BNP; Cohen 1995; Hansen and Nielsen 2004; Hanson 2011; Jones 1937; PECS; Sear 2006.
Hanson2016_460,Selinus,Gazipa?a,Cilicia et Cyprus,Turkey,4 or 5,66 A4,-323,NULL,32.283277,36.258467,Beloch 1886; BNP; DGRG; Jones 1937; Salmon 1969; Sear 2006; Woloch 1983.
Hanson2016_461,Soli,Karavostasi,Cilicia et Cyprus,Northern Cyprus,3,72 B2,-700,NULL,32.811959,35.139761,BNP; DGRG; Hansen and Nielsen 2004; Jones 1937; PECS; Sear 2006.
Hanson2016_462,Syedra,Sedra,Cilicia et Cyprus,Turkey,3,66 A4,-323,NULL,32.147655,36.446061,BNP; DGRG; Jones 1937; PECS.
Hanson2016_463,Tarsus,Tarsus,Cilicia et Cyprus,Turkey,2,66 F3,-600,NULL,34.892717,36.917425,BNP; Cohen 1995; DGRG; Jones 1937; PECS.
Hanson2016_464,Aleria,Aléria,Corsica et Sardinia,France,3,48 D2,-564,NULL,9.512141,42.102958,Bedon 2001; Bedon et al 1988; BNP; Boatwright 2000; Brunt 1971; Cornell and Mathews 1982; DGRG; Golvin 1988; Hansen and Nielsen 2004; PECS; Salmon 1969; Wilson 2011; .
Hanson2016_465,Caralis,Cagliari,Corsica et Sardinia,Italy,3,48 B3,-400,NULL,9.104227,39.220021,BNP; Brunt 1971; Cornell and Mathews 1982; DGRG; Golvin 1988; PECS; Quinn and Wilson 2013; Sear 2006; Wilson 2011.
Hanson2016_466,Cornus,S. Archittu,Corsica et Sardinia,Italy,4 or 5,48 A2,-400,NULL,8.492639,40.104395,BNP; DGRG; PECS.
Hanson2016_467,Mariana,Bastia,Corsica et Sardinia,France,4 or 5,48 D2,-100,NULL,9.497109,42.538723,BNP; Brunt 1971; Cornell and Mathews 1982; DGRG; PECS; Salmon 1969.
Hanson2016_468,Nora,Nora,Corsica et Sardinia,Italy,3,48 B4,-400,NULL,9.01586,38.984685,BNP; PECS; Sear 2006.
Hanson2016_469,Olbia,Olbia,Corsica et Sardinia,Italy,3,48 B2,-600,NULL,9.500191,40.923049,BNP; PECS; Wilson 2011.
Hanson2016_470,Sulcis,S. Antioco,Corsica et Sardinia,Italy,3,48 A3,-400,NULL,8.454679,39.061796,BNP; PECS.
Hanson2016_471,Tharrus,S. Giovanni di Sinis,Corsica et Sardinia,Italy,3,48 A3,-400,NULL,8.440324,39.879633,BNP; DGRG; PECS.
Hanson2016_472,Turris Libisonis,Portocorres,Corsica et Sardinia,Italy,3,48 A2,-42,NULL,8.401365,40.838165,BNP; Brunt 1971; Cornell and Mathews 1982; DGRG; PECS; Salmon 1969.
Hanson2016_473,Apollonia (Cyrenaica),Marsa Sousa,Creta et Cyrenaica,Libya,3,38 C1,-600,NULL,21.9725,32.8963,Cohen 2006; McEvedy 2011; PECS; Sear 2006.
Hanson2016_474,Aptera,"Palaiokastro, near Megala Choraphia",Creta et Cyrenaica,Greece,4 or 5,60 B2,-323,NULL,24.142,35.4629,Hansen 2006; Hansen and Nielsen 2004; PECS.
Hanson2016_475,Barce,Barka,Creta et Cyrenaica,Libya,3,38 B1,-600,NULL,20.892778,32.498333,BNP; Hansen and Nielsen 2004; Jones 1937; McEvedy 2011.
Hanson2016_476,Berenice,Benghazi,Creta et Cyrenaica,Libya,3,38 B1,-247,NULL,20.063862,32.12445,BNP; Cohen 2006; DGRG; PECS; Wilson 2011.
Hanson2016_477,Chersonesus,Limani Khersonesou,Creta et Cyrenaica,Greece,3,60 D2,-500,NULL,25.388567,35.319165,Hansen and Nielsen 2004; Jones 1937; PECS; Sear 2006.
Hanson2016_478,Cisamus,Kastelli Kisamou,Creta et Cyrenaica,Greece,3,60 A2,-600,NULL,23.660727,35.495307,PECS.
Hanson2016_479,Cnossus,Knossos,Creta et Cyrenaica,Greece,2,60 D2,-500,NULL,25.160724,35.298843,Brunt 1971; Cornell and Mathews 1982; Hansen and Nielsen 2004; MacMullen 2000; PECS; Salmon 1969.
Hanson2016_480,Cydonea,Khania,Creta et Cyrenaica,Greece,2,60 B1,-524,NULL,24.01869,35.515775,Hansen and Nielsen 2004; PECS; Sear 2006; Wilson 2011.
Hanson2016_481,Cyrene,Aïn Shahat,Creta et Cyrenaica,Libya,2,38 C1,-631,NULL,21.854404,32.820182,BNP; Golvin 1988; Hansen 2006; Hansen and Nielsen 2004; Humphrey 1986; Jones 1937; McEvedy 2011; Nelis-Clément and Roddaz 2008; PECS; Russell 1958; Salmon 1969; Sear 2006; Wilson 2011.
Hanson2016_482,Gortyna,Kainourgiou,Creta et Cyrenaica,Greece,2,60 C2,-323,NULL,24.946944,35.06272,Hansen and Nielsen 2004; Nelis-Clément and Roddaz 2008; PECS; Sear 2006; Wilson 2011.
Hanson2016_483,Hadrianopolis (Cyrenaica),Driana,Creta et Cyrenaica,Libya,3,38 B1,50,200,20.3075,32.358,Boatwright 2000.
Hanson2016_484,Hierapytna,Ierapetra,Creta et Cyrenaica,Greece,2,60 E2,-500,NULL,25.736874,35.008189,Hansen and Nielsen 2004; PECS; Sear 2006.
Hanson2016_485,Lyctus,Xydas,Creta et Cyrenaica,Greece,2,60 D2,-500,NULL,25.359346,35.204721,Cohen 1995; Hansen and Nielsen 2004; PECS; Sear 2006.
Hanson2016_486,Phalasarna,Cape Kutri,Creta et Cyrenaica,Greece,3,60 A1,-600,-67,23.580407,35.501003,Hansen and Nielsen 2004; PECS.
Hanson2016_487,Polyrrhenium,Polyrrhinia,Creta et Cyrenaica,Greece,3,60 A2,-500,NULL,23.657098,35.466785,Hansen 2006; Hansen and Nielsen 2004; PECS.
Hanson2016_488,Ptolemais (Cyrenaica),Tolmeita,Creta et Cyrenaica,Libya,2,38 B1,-601,NULL,20.953058,32.707599,Bomgardner 2000; Cohen 2006; Jones 1937; McEvedy 2011; PECS; Sear 2006; Wilson 2011.
Hanson2016_489,Rhithymna,Rhethymno,Creta et Cyrenaica,Greece,3,60 B2,-500,NULL,24.472901,35.371092,Cohen 1995; DGRG; Hansen 2006; Hansen and Nielsen 2004; PECS.
Hanson2016_490,Taucheira,Tawqrah,Creta et Cyrenaica,Libya,3,38 B1,-700,NULL,20.565847,32.537142,BNP; Cohen 2006; DGRG; Hansen 2006; Hansen and Nielsen 2004; Jones 1937; McEvedy 2011; PECS; Salmon 1969; Wilson 2011.
Hanson2016_491,Ampelum,Zlatna,Dacia,Romania,4 or 5,21 F3,150,NULL,23.231196,46.107513,PECS.
Hanson2016_492,Apulum (1),Weissenburg,Dacia,Romania,2,21 F3,107,NULL,23.572665,46.069003,BNP; DGRG; PECS; Wilkes 2003b; Wilson 2011.
